RELATÓRIO DE SAIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;
;;;;;R.SOCIAL.: G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA -  CNPJ.: 20947332/0004-38 END.: RUA HELENA FERRANTE BORGHI, 100 - DISTRITO INDUSTRIAL CIDADE.: PRESIDENTE PRUDENTE - SP TELEFONE: 1821010101 IE: 562407492115 / WWW.SELETIVA.IND.BR DATA. : 08/05/2026 HORA.: 11:50:10-IMPRESSO POR:JULIO.SANTANA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;

Período de 01/05/2026 a 08/05/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filial: FILIAL4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Boleto;;;;Nota Fiscal;;Data;;Cliente;;;;;Quantidade;;;Preço;;;;R$ Total;Total c/ ICMSl;;;;;Placa;Produto;UN;;Valor IPI R$;;;;;Desconto;;Desconto R$;;;;Frete;;;Pesagem;;;Classificador;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89986;;;;66026-1;;04/05/2026;;5-GERDAU ACOS LONGOS SA;;;;32.680,000;;1,71000;;;55.882,80   ;;;;;55.882,80;;GJO-9C60;SFPEM-S SUCATA DEFERRO (PACOTEESTAMPARIA MISTA);KG ;;R$ 0,00;;;0,0;0,00;;EMPRESA   ;;;ELETRÔNICA;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;VALTER VIERIA                          ;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;CPF / CNPJ: 07.358.761/0041-56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89992;;;;65960-1;;04/05/2026;;5-GERDAU ACOS LONGOS SA;;;;23.450,000;;1,68000;;;39.396,00   ;;;;;39.396,00;;RCD-7H90;SFMIU-S SUCATA DEFERRO (MIUDA);KG ;;R$ 0,00;;;1.000,0;1.680,00;;EMPRESA   ;;;MANUAL;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
